iri,type,taskDescriptionName,mediaIri,mediaType,textValue,mediaLocation,denotes,descriptionType
proc:Task_38908_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_38908,proc:Task_38908_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/uDPVRjXJBkDDwxek.standard,proc:Task_38908,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_38908_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_38908,proc:Task_38908_text_0_description_media,ompd:Text,wedge a spudger or plastic opening tool ( in place of the screwdriver shown ) under the top of the face plate .,,proc:Task_38908,ompd:InstructionalMaintenanceTaskDescription
proc:Task_38908_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_38908,proc:Task_38908_text_1_description_media,ompd:Text,apply pressure until the corners pop out of place .,,proc:Task_38908,ompd:InstructionalMaintenanceTaskDescription
proc:Task_39034_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_39034,proc:Task_39034_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/QdOI16TecOYXrmBh.standard,proc:Task_39034,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_39034_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_39034,proc:Task_39034_text_0_description_media,ompd:Text,inspect the interior of the center console for damaged wires or other faulty components .,,proc:Task_39034,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132385_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132385,proc:Task_132385_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/BAhkNBdqeLrZCcng.standard,proc:Task_132385,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132385_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132385,proc:Task_132385_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/Wv6N6Jepf4BwFYBS.standard,proc:Task_132385,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132385_image_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132385,proc:Task_132385_image_2_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/bmSSDyKTXymEt1bI.standard,proc:Task_132385,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132385_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132385,proc:Task_132385_text_0_description_media,ompd:Text,"remove 4 , 7.9 mm nuts using a 7.9 mm socket driver head",,proc:Task_132385,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132385_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132385,proc:Task_132385_text_1_description_media,ompd:Text,one of the nuts is placed underneath the l-bracket . remove the l-bracket and the 3 circled nuts before attempting to remove the remaining nut,,proc:Task_132385,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132385_text_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132385,proc:Task_132385_text_2_description_media,ompd:Text,there are two covers that need to be removed from the alternator . this step describes how to remove the back cover .,,proc:Task_132385,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132386_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132386,proc:Task_132386_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/h35iNqkANoAkkSlc.standard,proc:Task_132386,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132386_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132386,proc:Task_132386_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/NsoGtlflcFaGrifN.standard,proc:Task_132386,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132386_image_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132386,proc:Task_132386_image_2_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/oOOhy2WBOqDvCwZw.standard,proc:Task_132386,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132386_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132386,proc:Task_132386_text_0_description_media,ompd:Text,pull cover off the body of the alternator,,proc:Task_132386,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132386_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132386,proc:Task_132386_text_1_description_media,ompd:Text,"once you have done this , you should be able to see the internal components of the alternator , particularly the bridge assembly that houses the rectifier , voltage regulator and brushes .",,proc:Task_132386,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132186_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132186,proc:Task_132186_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/wF2LRSylOthPrJKl.standard,proc:Task_132186,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132186_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132186,proc:Task_132186_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/Iaigpqq4PmxYnsfH.standard,proc:Task_132186,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132186_image_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132186,proc:Task_132186_image_2_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/3gKs4yln6B3kIqho.standard,proc:Task_132186,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132186_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132186,proc:Task_132186_text_0_description_media,ompd:Text,"with the alternator cover removed , use a 2 phillips screwdriver to remove the two , 6 mm screws that hold the brush cover in place .",,proc:Task_132186,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132186_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132186,proc:Task_132186_text_1_description_media,ompd:Text,remove the brush cover assembly from the alternator . you might need to insert a needle in the small hole to separate the brushes from the rotor . pull it out without using much force to avoid damage .,,proc:Task_132186,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132186_text_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132186,proc:Task_132186_text_2_description_media,ompd:Text,avoid disconnecting wires unless otherwise specified !,,proc:Task_132186,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132550_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132550,proc:Task_132550_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/lZ2ZGkXq3G2WTZJN.standard,proc:Task_132550,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132550_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132550,proc:Task_132550_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/DCqPJfbB3SLaWsbB.standard,proc:Task_132550,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132550_image_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132550,proc:Task_132550_image_2_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/e4J11o4WHot2XIDh.standard,proc:Task_132550,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132550_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132550,proc:Task_132550_text_0_description_media,ompd:Text,use a 2 phillips screwdriver to remove the two 6 mm screws holding down the voltage regulator,,proc:Task_132550,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132550_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132550,proc:Task_132550_text_1_description_media,ompd:Text,there are three screws that attach the voltage regulator to the bridge assembly . one of these screws was removed in the previous step .,,proc:Task_132550,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132552_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132552,proc:Task_132552_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/B5gEeRwERlqCK1AG.standard,proc:Task_132552,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132552_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132552,proc:Task_132552_text_0_description_media,ompd:Text,"locate and unscrew the 3 , 6 mm screws holding the bridge assembly in place",,proc:Task_132552,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132552_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132552,proc:Task_132552_text_1_description_media,ompd:Text,there are 4 screws attaching the bridge assembly to the alternator . one of these screws were removed in the previous step .,,proc:Task_132552,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132560_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132560,proc:Task_132560_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/LlGZdUoRy3KLrBYK.standard,proc:Task_132560,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132560_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132560,proc:Task_132560_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/xJPHiUYPkxTI6bUd.standard,proc:Task_132560,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132560_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132560,proc:Task_132560_text_0_description_media,ompd:Text,"locate the copper leads connecting the stator to the bridge assembly . there are 3 sets of 2 leads on the perimeter of the bridge , making 6 leads total .",,proc:Task_132560,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132560_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132560,proc:Task_132560_text_1_description_media,ompd:Text,these leads must be cut in order to remove the bridge from the alternator . these leads will have to be soldered back together on reassembly . keep the cut as clean as possible .,,proc:Task_132560,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132560_text_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132560,proc:Task_132560_text_2_description_media,ompd:Text,use wire cutters to cut all 6 of the leads on the perimeter of the bridge .,,proc:Task_132560,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132562_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132562,proc:Task_132562_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/MljetcECmLEHibG3.standard,proc:Task_132562,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132562_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132562,proc:Task_132562_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/PSFgxZE6tJJbNaYC.standard,proc:Task_132562,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132562_image_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132562,proc:Task_132562_image_2_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/cX2JL6WSRMBLenRA.standard,proc:Task_132562,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132562_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132562,proc:Task_132562_text_0_description_media,ompd:Text,"if necessary , use a pry bar to gently raise the top of the bridge assembly off the alternator",,proc:Task_132562,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132562_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132562,proc:Task_132562_text_1_description_media,ompd:Text,be extremely careful with the pry bar . excessive force will damage the bridge assembly .,,proc:Task_132562,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132562_text_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132562,proc:Task_132562_text_2_description_media,ompd:Text,make sure the cut ends of the copper leads are straight to make bridge assembly easier to pull off .,,proc:Task_132562,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132563_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132563,proc:Task_132563_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/wB32lxkR1YTZaJRF.standard,proc:Task_132563,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132563_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132563,proc:Task_132563_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/rJ43Ye6tWuV2EGCO.standard,proc:Task_132563,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132563_image_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132563,proc:Task_132563_image_2_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/iCNcSfUUfStbPFhv.standard,proc:Task_132563,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132563_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132563,proc:Task_132563_text_0_description_media,ompd:Text,remove the lower section of the bridge assembly,,proc:Task_132563,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132563_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132563,proc:Task_132563_text_1_description_media,ompd:Text,use of a pry bar may be necessary . be gentle .,,proc:Task_132563,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132516_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132516,proc:Task_132516_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/vaFBLFk2dh5ZYSrt.standard,proc:Task_132516,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132516_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132516,proc:Task_132516_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/TXKPMElXruP2NaKU.standard,proc:Task_132516,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132516_image_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132516,proc:Task_132516_image_2_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/PHs1NdALNcUtwYMb.standard,proc:Task_132516,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132516_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132516,proc:Task_132516_text_0_description_media,ompd:Text,"use a phillips 2 screwdriver or a 7.5 mm socket driver to unscrew the 4 , 7.5 mm bolts running along the outer perimeter of the alternator",,proc:Task_132516,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132630_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132630,proc:Task_132630_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/TtGtrYWrDCuyKf2r.standard,proc:Task_132630,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132630_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132630,proc:Task_132630_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/2NEn1SlKHQDUApnn.standard,proc:Task_132630,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132630_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132630,proc:Task_132630_text_0_description_media,ompd:Text,use a c-clamp or another fixture to hold the pulley in place,,proc:Task_132630,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132630_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132630,proc:Task_132630_text_1_description_media,ompd:Text,be gentle with the clamp . excessive force will bend the pulley out of shape,,proc:Task_132630,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132631_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132631,proc:Task_132631_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/aedhCVRJJnbHwfVq.standard,proc:Task_132631,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132631_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132631,proc:Task_132631_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/RSWgvKXVpdfbwSPR.standard,proc:Task_132631,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132631_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132631,proc:Task_132631_text_0_description_media,ompd:Text,use a ratchet with a 25 mm socket to remove the 25 mm hex nut from the pulley,,proc:Task_132631,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132631_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132631,proc:Task_132631_text_1_description_media,ompd:Text,"may need to use a power ratchet , depending on how tight the fit is on the nut",,proc:Task_132631,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132632_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132632,proc:Task_132632_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/iiyUNj1ggMfSejLh.standard,proc:Task_132632,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132632_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132632,proc:Task_132632_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/IJQtKXCdSAnOmbwD.standard,proc:Task_132632,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132632_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132632,proc:Task_132632_text_0_description_media,ompd:Text,"once the nut is off , you can then remove the pulley .",,proc:Task_132632,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132633_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132633,proc:Task_132633_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/4ioucQ2AOP6PTOlc.standard,proc:Task_132633,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132633_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132633,proc:Task_132633_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/colYbYbUmUKOBmOL.standard,proc:Task_132633,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132633_image_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132633,proc:Task_132633_image_2_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/YgDcRSvaASIMaFPc.standard,proc:Task_132633,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132633_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132633,proc:Task_132633_text_0_description_media,ompd:Text,"once the pulley is removed , separate the rotor and stator . the stator is the piece with copper windings .",,proc:Task_132633,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132634_image_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132634,proc:Task_132634_image_0_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/SGfrbbs6r5vwnEwP.standard,proc:Task_132634,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132634_image_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132634,proc:Task_132634_image_1_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/jWYux6uSTksBjhMA.standard,proc:Task_132634,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132634_image_2_description,ompd:MaintenanceTaskDescription,task_description_Task_132634,proc:Task_132634_image_2_description_media,ompd:Image,,https://d3nevzfk7ii3be.cloudfront.net/igi/MFEwTNTWjKLuXMA6.standard,proc:Task_132634,ompd:AuxilliaryMaintenanceTaskDescription
proc:Task_132634_text_0_description,ompd:MaintenanceTaskDescription,task_description_Task_132634,proc:Task_132634_text_0_description_media,ompd:Text,you can pull the stator out of the remaining cover and examine it .,,proc:Task_132634,ompd:InstructionalMaintenanceTaskDescription
proc:Task_132634_text_1_description,ompd:MaintenanceTaskDescription,task_description_Task_132634,proc:Task_132634_text_1_description_media,ompd:Text,"if the stator is scratched or damaged , you will need to replace it . look for scoring marks or cut pieces of winding .",,proc:Task_132634,ompd:InstructionalMaintenanceTaskDescription
